Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,Age_na,Fare_na,Sex_female,Sex_male,Embarked_C,Embarked_Missing,Embarked_Q,Embarked_S
0,0.0,0.9340630357378347,0.0,0.0,0.4702935663016936,0.15789473684210525,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,0.0,0.3010681788210471,0.0,0.1111111111111111,0.5889541263717214,1.1973684210526314,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,0.5,0.44612950019781095,0.0,0.1111111111111111,0.3896788077113553,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5,0.44612950019781095,0.125,0.0,0.41378947059385185,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.36700514308321247,0.0,0.0,0.17941986572699406,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,0.0,0.0,0.17941986572699406,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.27469339311618096,0.0,0.1111111111111111,0.6280351420538471,1.2894736842105263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.43294210734537786,0.0,0.0,0.197456065910131,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.48569167875511016,0.25,0.0,0.18014579674700062,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.36700514308321247,0.0,0.0,0.17941986572699406,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.27469339311618096,0.0,0.0,0.17320050928114236,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.3894120749974789,0.0,0.0,0.176387896287963,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.4988790716075432,0.0,0.0,0.17941986572699406,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.3894120749974789,0.125,0.0,0.3992737581184521,1.9210526315789473,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.6175656072794409,0.0,0.0,0.5501020437427332,0.6842105263157894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.18897533957536597,0.125,0.0,0.29832960483910165,1.9210526315789473,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.287880785968614,0.0,0.0,0.18322344130066578,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.2615060002637479,0.125,0.0,0.22240902915730157,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.22194382170644866,0.0,0.0,0.2983853797216546,1.9210526315789473,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.27469339311618096,0.0,0.0,0.18014579674700062,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.9274693393116181,0.0,0.0,0.17575453833860336,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.5,0.38019253593564556,0.125,0.0,0.3717885276684728,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.31425557167348017,0.0,0.1111111111111111,0.8569370434984311,0.47368421052631576,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1.0,0.024132928919952525,0.5,0.2222222222222222,0.45011653430918863,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5,0.27469339311618096,0.25,0.0,0.6181537276874405,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,0.0,0.0,0.18322344130066578,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.5,0.4263484109191613,0.125,0.0,0.4423948857756368,1.9210526315789473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,0.5,0.4263484109191613,0.0,0.0,0.2774768974449705,1.526315789473684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.7098773572464724,0.0,0.1111111111111111,0.6280351420538471,1.2894736842105263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.15600685744428328,0.125,0.0,0.24889877523954548,1.9210526315789473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1.0,0.3894120749974789,0.0,0.0,0.17575453833860336,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1.0,0.31425557167348017,0.0,0.0,0.15967936313393025,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.3894120749974789,0.125,0.1111111111111111,0.3841140700187342,1.8157894736842104,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1.0,0.5911908215745747,0.0,0.0,0.15503460554451878,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.43294210734537786,0.0,0.0,0.17941986572699406,1.9210526315789473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1.0,0.2615060002637479,0.0,0.0,0.1571379140783534,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.6175656072794409,0.125,0.0,0.29895175428815823,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.5,0.38019253593564556,0.125,0.0,0.41378947059385185,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5,0.32744296452591326,0.0,0.0,0.2774768974449705,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.5,0.3010681788210471,0.0,0.0,0.3062182937580755,1.9210526315789473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,0.0,0.24831860741131478,0.0,0.2222222222222222,0.41592069059919023,1.407894736842105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.48569167875511016,0.125,0.0,0.5542187158636468,0.7236842105263157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.20875642885401557,0.0,0.0,0.20984004004207743,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.31425557167348017,0.0,0.0,0.6328422499044459,0.5921052631578947,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1.0,0.3894120749974789,0.0,0.2222222222222222,0.3088151896762753,1.9210526315789473,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1.0,0.287880785968614,0.0,0.0,0.17575453833860336,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0.31425557167348017,0.125,0.0,0.31645836989588183,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.24831860741131478,0.0,0.0,0.1485862418384339,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.5,0.23513121455888172,0.0,0.0,0.2533662345624741,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.5,0.24831860741131478,0.125,0.1111111111111111,0.48184115453855925,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.3538177502307794,0.0,0.0,0.17691329997660796,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.11644467888698405,0.25,0.2222222222222222,0.4687027303667951,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5,0.4790979823288936,0.0,0.2222222222222222,0.41378947059385185,1.8552631578947367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.5,0.5516286430172755,0.0,0.0,0.2774768974449705,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.5,0.6703151786891732,0.0,0.0,0.2701567732507816,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.0,0.287880785968614,0.125,0.0,0.598767071005616,0.8026315789473684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.729658446525122,0.0,0.0,0.18322344130066578,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.5318475537386259,0.0,0.2222222222222222,0.29895175428815823,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,0.0,0.0,0.1643272384850182,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.6703151786891732,0.0,0.1111111111111111,0.5827132209665941,1.9210526315789473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1.0,0.20875642885401557,0.0,0.0,0.17533031597288987,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.0,0.3933799287880786,0.0,0.0,0.18322344130066578,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,0.0,0.0,0.19764458417900724,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,1.0,0.2222222222222222,0.6072904695810064,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.5780034287221416,0.0,0.1111111111111111,0.31953601444954693,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.5,0.5252538573124094,0.0,0.0,0.31521369818849665,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.34063035737834635,0.0,0.0,0.176387896287963,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.22194382170644866,0.0,0.0,0.19764458417900724,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.010945536067519452,0.5,0.1111111111111111,0.4969637309481857,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.11644467888698405,0.0,0.2222222222222222,0.3672892441326385,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.0,0.3894120749974789,0.0,0.1111111111111111,0.5611324565326629,1.6184210526315788,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.5911908215745747,0.125,0.4444444444444444,0.42765975184228133,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.3894120749974789,0.0,0.0,0.41322136965003076,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.36700514308321247,0.0,0.0,0.5664093889076323,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.8021891072135039,0.0,0.0,0.4636320910358692,0.23684210526315788,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.05050771462481868,0.5,0.1111111111111111,0.43611016733579877,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1.0,0.010945536067519452,0.125,0.1111111111111111,0.24699327026614107,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.27469339311618096,0.0,0.0,0.18014579674700062,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.7362521429513386,0.0,0.0,0.4464403731054378,0.18421052631578946,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1.0,0.23513121455888172,0.125,0.1111111111111111,0.17838101240466644,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,0.375,0.1111111111111111,0.4097137795401221,1.9210526315789473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.0,0.6571277858367401,0.0,0.0,0.4333049775120188,0.9078947368421052,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.5,0.3933799287880786,0.0,0.0,0.2774768974449705,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.47250428590267707,0.0,0.0,0.45921320232475304,1.9210526315789473,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1.0,0.3894120749974789,1.0,0.2222222222222222,0.6072904695810064,1.9210526315789473,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5,0.3894120749974789,0.0,0.0,0.3062731825726738,1.9210526315789473,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1.0,0.11644467888698405,0.5,0.2222222222222222,0.45082266603121035,1.9210526315789473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0.5,0.010945536067519452,0.25,0.1111111111111111,0.4935272142627569,1.894736842105263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1.0,0.05050771462481868,0.0,0.2222222222222222,0.3811603839242558,1.9210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.3894120749974789,0.0,0.0,0.5423889973932708,0.11842105263157894,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
